name,state,state_code,type,population,website,total_schools,total_students,mailing_address,grade_span,locale,csa_cbsa,domain_name,physical_address,phone,status,student_teacher_ratio,supervisory_union,county,created_at,updated_at,id
City of Nashville-Davidson metropolitan government,Tennessee,TN,City,684298,https://www.nashville.gov/,,,,,,,,,,,,,,2025-11-08 11:00:16.953149+00,2025-11-08 11:00:16.953152+00,b1a01927-3852-4657-b08c-57a8ae74e69e
Denver County,Colorado,CO,County,713734,https://www.denvergov.org,,,,,,,,,,,,,,2025-11-08 10:49:05.039187+00,2025-11-08 10:49:05.03919+00,b1b41ef9-6352-4118-9bc4-df48e98f716d
Forsyth County,North Carolina,NC,County,386740,https://www.co.forsyth.nc.us,,,,,,,,,,,,,,2025-11-08 10:57:38.305541+00,2025-11-08 10:57:38.305544+00,b225c47e-d908-4a28-9c76-a984200d0a12
Hays County,Texas,TX,County,256429,https://www.hayscountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.739534+00,2025-11-08 11:00:48.739536+00,b2783310-bafd-453a-93aa-b97570b74614
City of Seattle,Washington,WA,City,741440,https://www.seattle.gov,,,,,,,,,,,,,King County,2025-11-08 11:02:07.078195+00,2025-11-08 11:02:07.078197+00,b27ea3f9-1d19-4b68-bcd2-6831147dcc47
St. Charles County,Missouri,MO,County,409830,https://sccmo.org,,,,,,,,,,,,,,2025-11-08 10:54:35.114185+00,2025-11-08 10:54:35.114188+00,b297300e-3b90-4eb3-8cd6-2e8275cbfb1d
Lee County,Florida,FL,County,792692,https://www.leegov.com,,,,,,,,,,,,,,2025-11-08 10:49:43.726474+00,2025-11-08 10:49:43.726477+00,b2adee34-be4a-4308-bdf4-91a44850d7de
City of Fresno,California,CA,City,543615,https://www.fresno.gov,,,,,,,,,,,,,Fresno County,2025-11-08 10:49:05.028343+00,2025-11-08 10:49:05.028346+00,b2b3d051-2e1c-4b81-8f50-0ede81d7c07b
Ottawa County,Michigan,MI,County,298614,https://www.miottawa.org/,,,,,,,,,,,,,,2025-11-08 10:54:03.486913+00,2025-11-08 10:54:03.486916+00,b3652b74-16e0-479b-8ae3-d03a34b33429
City of Dayton,Ohio,OH,City,136741,https://www.daytonohio.gov,,,,,,,,,,,,,Montgomery County,2025-11-08 10:58:14.234163+00,2025-11-08 10:58:14.234166+00,b3d72ef3-1961-4b9d-ad44-2959d9f8aec1
Wayne County,Michigan,MI,County,1773767,https://www.waynecounty.com/,,,,,,,,,,,,,,2025-11-08 10:54:03.487482+00,2025-11-08 10:54:03.487485+00,b458b88f-b492-44e2-8812-88d6fd99c0eb
Marin County,California,CA,County,258765,https://www.marincounty.gov/,,,,,,,,,,,,,,2025-11-08 10:48:36.926038+00,2025-11-08 10:48:36.92604+00,b4862b37-c4f0-4937-bc8d-b56086f70597
City of Metairie,Louisiana,LA,City,138995,https://welcometo.metairie.com/,,,,,,,,,,,,,Jefferson Parish County,2025-11-08 10:53:25.19334+00,2025-11-08 10:53:25.193343+00,b48827ac-3a07-4674-9f82-76629c69d7cc
Bay County,Florida,FL,County,181368,https://www.baycountyfl.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.726413+00,2025-11-08 10:49:43.726416+00,b499af7e-25c6-4b5e-a14e-7cf4269831d9
Buncombe County,North Carolina,NC,County,271790,https://www.buncombecounty.org,,,,,,,,,,,,,,2025-11-08 10:57:38.306356+00,2025-11-08 10:57:38.306358+00,b5b24517-bdc5-4aae-a9f3-a8cef5f5b572
Clark County,Nevada,NV,County,2293764,https://www.clarkcountynv.gov/,,,,,,,,,,,,,,2025-11-08 10:55:47.438701+00,2025-11-08 10:55:47.438704+00,b62a4c2b-be26-4d14-8e57-48f912c23b8c
City of Jackson,Mississippi,MS,City,149827,https://www.jacksonms.gov,,,,,,,,,,,,,Hinds County,2025-11-08 10:54:35.09942+00,2025-11-08 10:54:35.099423+00,b66f648e-c0f3-4f4c-96a9-f7632754e280
Marion County,Indiana,IN,County,971822,https://www.indy.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.198761+00,2025-11-08 10:51:55.198764+00,b6ac19ae-baea-4157-a935-4a7ac6877b4a
Cherokee County,Georgia,GA,County,274539,https://www.cherokeecountyga.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.452778+00,2025-11-08 10:50:28.45278+00,b6c3305e-b5a4-4033-b39e-ff2aa746f62b
City of Corona,California,CA,City,158839,https://www.coronaca.gov,,,,,,,,,,,,,Riverside County,2025-11-08 10:49:05.024763+00,2025-11-08 10:49:05.024766+00,b6d14396-5047-4c6e-9560-6f8be184992f
City of Daly City,California,CA,City,102560,https://www.dalycity.org,,,,,,,,,,,,,San Mateo County,2025-11-08 10:49:05.031386+00,2025-11-08 10:49:05.031389+00,b72a59db-a530-4418-8800-8dc6ed7165f6
City of Norman,Oklahoma,OK,City,128714,https://www.normanok.gov,,,,,,,,,,,,,Cleveland County,2025-11-08 10:58:36.693441+00,2025-11-08 10:58:36.693444+00,b7531f9e-7239-4691-ba99-76d2258bdf61
Oneida County,New York,NY,County,229645,https://oneidacountyny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785203+00,2025-11-08 10:57:06.785206+00,b76a6dba-9a00-48e8-9398-7c750f95ccab
San Juan County,New Mexico,NM,County,121178,https://www.sjcounty.net/,,,,,,,,,,,,,,2025-11-08 10:56:20.019066+00,2025-11-08 10:56:20.019069+00,b7bc3908-3471-40ad-b3d2-ebb1957c31a7
Washoe County,Nevada,NV,County,491770,https://www.washoecounty.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.438905+00,2025-11-08 10:55:47.438908+00,b871dca7-21ec-4149-a80e-4c4df8b88e8b
Rockingham County,New Hampshire,NH,County,317163,https://rockinghamcountynh.org,,,,,,,,,,,,,,2025-11-08 10:55:47.441085+00,2025-11-08 10:55:47.441088+00,b8a20745-8dbb-4a89-b7fe-17770bb18aaa
Houston County,Georgia,GA,County,166902,https://www.houstoncountyga.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.73609+00,2025-11-08 10:49:43.736092+00,b8de6908-ec35-4297-bea3-87762af3f8d5
Douglas County,Kansas,KS,County,119547,https://www.dgcoks.gov/,,,,,,,,,,,,,,2025-11-08 10:52:36.690235+00,2025-11-08 10:52:36.690237+00,b8f935ea-9b54-42e9-977a-6d5e8a3c7b7d
Kennebec County,Maine,ME,County,125614,https://www.kennebeccounty.org/,,,,,,,,,,,,,,2025-11-08 10:53:46.23329+00,2025-11-08 10:53:46.233292+00,b9955540-2e83-422a-8f7b-3be82b560807
Denton County,Texas,TX,County,945644,https://www.dentoncounty.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.738843+00,2025-11-08 11:00:48.738846+00,b9a14e15-f797-44b6-85b5-e6eddab77e6d
Lafayette Parish,Louisiana,LA,County,245075,https://www.lafayettela.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.189636+00,2025-11-08 10:53:25.189639+00,b9a25ced-1c01-46bd-b19d-fdcd917ed2a9
City of Yonkers,New York,NY,City,209529,https://www.yonkersny.gov,,,,,,,,,,,,,Westchester County,2025-11-08 10:57:38.299319+00,2025-11-08 10:57:38.299322+00,b9ace577-4e85-4642-bd0c-080f8a854d62
Cecil County,Maryland,MD,County,104366,https://www.ccgov.org,,,,,,,,,,,,,,2025-11-08 10:53:46.234626+00,2025-11-08 10:53:46.234628+00,b9bb6eae-98b2-4ba7-9b53-45433d1a10ac
Wayne County,North Carolina,NC,County,117606,http://waynegov.com/,,,,,,,,,,,,,,2025-11-08 10:57:38.305199+00,2025-11-08 10:57:38.305201+00,b9d1c061-1b50-40f2-a29d-c137466159ed
City of Richmond,Virginia,VA,City,227595,https://www.rva.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.067777+00,2025-11-08 11:02:07.067779+00,ba7d1a53-0320-4e6d-8a05-07632588948b
Lake County,Florida,FL,County,398696,https://www.lakecountyfl.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.725688+00,2025-11-08 10:49:43.725691+00,bab446fb-846b-43e0-9c2b-5dba1e81cbaf
City of Sunnyvale,California,CA,City,153455,https://www.sunnyvale.ca.gov,,,,,,,,,,,,,Santa Clara County,2025-11-08 10:49:05.025385+00,2025-11-08 10:49:05.025388+00,baee6919-6a4f-488f-ae11-b6b063bdc645
Pickens County,South Carolina,SC,County,132604,https://www.co.pickens.sc.us/,,,,,,,,,,,,,,2025-11-08 11:00:02.967835+00,2025-11-08 11:00:02.967838+00,bb247cf2-c25f-4298-b7f3-985683c56fd2
Orange County,Florida,FL,County,1440471,http://orangecountyfl.net/,,,,,,,,,,,,,,2025-11-08 10:49:43.726454+00,2025-11-08 10:49:43.726457+00,bb27d6f7-06b0-407d-b82c-21e784141c6a
Portage County,Ohio,OH,County,161421,https://www.portagecounty-oh.gov,,,,,,,,,,,,,,2025-11-08 10:58:14.227316+00,2025-11-08 10:58:14.227318+00,bba9e0ac-33da-4c78-80ef-c91d23000305
Chesapeake city,Virginia,VA,County,251153,https://www.cityofchesapeake.net,,,,,,,,,,,,,,2025-11-08 11:02:07.064822+00,2025-11-08 11:02:07.064824+00,bbf3d2b7-dc1a-4702-9a8d-460703fa1d63
Jefferson Parish,Louisiana,LA,County,432484,https://www.jeffparish.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.189426+00,2025-11-08 10:53:25.189429+00,bbfe1805-be81-45d2-afb2-e35c9375edec
Johnson County,Iowa,IA,County,154881,https://johnsoncountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.675686+00,2025-11-08 10:52:36.675688+00,bc32c842-4842-48ea-bf16-4e5891096123
Lexington-Fayette urban,Kentucky,KY,County,321122,https://www.lexingtonky.gov,,,,,,,,,,,,,,2025-11-08 10:53:25.186246+00,2025-11-08 10:53:25.186249+00,bcf77cfd-12c8-4cb0-86db-18ea57d79e51
City of Modesto,California,CA,City,218614,https://modestogov.com,,,,,,,,,,,,,Stanislaus County,2025-11-08 10:49:05.029095+00,2025-11-08 10:49:05.029098+00,bd8d1654-96b7-4612-93cc-6ff5546159be
City of Miami Gardens,Florida,FL,City,111264,https://www.miamigardens-fl.gov/,,,,,,,,,,,,,Miami-Dade County,2025-11-08 10:49:43.731935+00,2025-11-08 10:49:43.731937+00,bdc2108b-db51-4521-b07a-0f8e88f712a3
City of Tucson,Arizona,AZ,City,543348,https://www.tucsonaz.gov,,,,,,,,,,,,,Pima County,2025-11-08 10:48:29.679574+00,2025-11-08 10:48:29.679578+00,bde10ed5-26f8-4ce3-89b5-0dc863e8eb2e
Middlesex County,New Jersey,NJ,County,861535,https://www.middlesexcountynj.gov,,,,,,,,,,,,,,2025-11-08 10:55:47.458301+00,2025-11-08 10:55:47.458304+00,be26fbac-b94f-4243-b09a-0d70aac97563
Jefferson County,Colorado,CO,County,579715,https://www.jeffco.us,,,,,,,,,,,,,,2025-11-08 10:49:05.039758+00,2025-11-08 10:49:05.03976+00,be43d231-a3a4-4b61-a2f6-77c8196822d3
City of Phoenix,Arizona,AZ,City,1624832,https://www.phoenix.gov,,,,,,,,,,,,,Maricopa County,2025-11-08 10:48:29.679525+00,2025-11-08 10:48:29.679528+00,be5de7a4-d98d-4ff0-a310-b5526e364c28
City of West Covina,California,CA,City,107436,https://www.westcovina.org,,,,,,,,,,,,,Los Angeles County,2025-11-08 10:49:05.026062+00,2025-11-08 10:49:05.026065+00,be6b873b-be33-4774-9c41-dd3fbb1cbaa5
City of Manchester,New Hampshire,NH,City,115415,https://www.manchesternh.gov,,,,,,,,,,,,,Hillsborough County,2025-11-08 10:55:47.441438+00,2025-11-08 10:55:47.441441+00,be6cd77f-140e-45ab-9269-715a535946af
Dakota County,Minnesota,MN,County,442204,https://www.co.dakota.mn.us/,,,,,,,,,,,,,,2025-11-08 10:54:23.271207+00,2025-11-08 10:54:23.27121+00,bf05f207-ed08-4e74-91ad-06a24564e146
Bucks County,Pennsylvania,PA,County,645993,https://buckscounty.gov/,,,,,,,,,,,,,,2025-11-08 10:59:17.219728+00,2025-11-08 10:59:17.219731+00,bf842ef7-118b-4730-a596-8758e18c1139
City of Cape Coral,Florida,FL,City,206387,https://www.capecoral.gov,,,,,,,,,,,,,Lee County,2025-11-08 10:49:43.732594+00,2025-11-08 10:49:43.732597+00,bfc18b11-f736-4cda-a463-4ff77cc1af50
City of Elizabeth,New Jersey,NJ,City,135887,http://elizabethnj.org,,,,,,,,,,,,,Union County,2025-11-08 10:56:20.013687+00,2025-11-08 10:56:20.01369+00,c07bed3c-bda3-43f5-97a4-bd8fd2c34c7b
City of Chicago,Illinois,IL,City,2707648,https://www.chicago.gov,,,,,,,,,,,,,Cook County,2025-11-08 10:51:14.629681+00,2025-11-08 10:51:14.629684+00,c07c7a2e-857c-4f24-a1f0-caeae5894818
City of Temecula,California,CA,City,110404,https://www.temeculaca.gov,,,,,,,,,,,,,Riverside County,2025-11-08 10:49:05.032018+00,2025-11-08 10:49:05.03202+00,c094b56d-9314-41ec-8074-92fdf5794310
City of Lakewood,Colorado,CO,City,156309,https://www.lakewood.org,,,,,,,,,,,,,Jefferson County,2025-11-08 10:49:05.041226+00,2025-11-08 10:49:05.041228+00,c09e9b3e-59cd-4706-b105-1cae532055e7
City of Round Rock,Texas,TX,City,124288,https://www.roundrocktexas.gov,,,,,,,,,,,,,Williamson County,2025-11-08 11:01:29.72175+00,2025-11-08 11:01:29.721753+00,c0b9b2f3-60ab-4706-80e6-6f118d17c07f
City of Charlotte,North Carolina,NC,City,886283,https://www.charlottenc.gov,,,,,,,,,,,,,Mecklenburg County,2025-11-08 10:57:38.311288+00,2025-11-08 10:57:38.31129+00,c0c60f71-a74d-4c87-9a96-bddb1916d3ae
Craven County,North Carolina,NC,County,101074,https://www.cravencountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.306054+00,2025-11-08 10:57:38.306056+00,c0f6b0d1-1212-41e1-bde3-e92a9cd029fb
Anoka County,Minnesota,MN,County,367095,https://www.anokacountymn.gov,,,,,,,,,,,,,,2025-11-08 10:54:23.272978+00,2025-11-08 10:54:23.272981+00,c10ac8d4-cc7d-43d6-baac-427226d77b07
City of Newport News,Virginia,VA,City,184774,https://www.nnva.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.068536+00,2025-11-08 11:02:07.068538+00,c10d8a05-e34a-4bdc-be0d-de47b6f937eb
Bartow County,Georgia,GA,County,111153,https://www.bartowcountyga.gov,,,,,,,,,,,,,,2025-11-08 10:50:28.45304+00,2025-11-08 10:50:28.453043+00,c11d361b-33b1-4efc-b3ba-6fbb61a1aa73
Jefferson County,Kentucky,KY,County,777392,https://www.jeffersoncountyclerk.org,,,,,,,,,,,,,,2025-11-08 10:53:25.181826+00,2025-11-08 10:53:25.181828+00,c142fa95-b6a9-4e10-bdcc-a7e3664e9e10
Cumberland County,Pennsylvania,PA,County,264422,http://cumberlandcountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.219464+00,2025-11-08 10:59:17.219467+00,c1acfdb2-7543-4818-ab1e-b837e2faecb4
Merrimack County,New Hampshire,NH,County,155018,https://www.merrimackcounty.net,,,,,,,,,,,,,,2025-11-08 10:55:47.441064+00,2025-11-08 10:55:47.441067+00,c2425892-d62c-4a9f-8c87-644c2f265323
Houston County,Alabama,AL,County,107628,https://houstoncountyal.gov,,,,,,,,,,,,,,2025-11-08 10:48:12.728455+00,2025-11-08 10:48:12.728458+00,c2cb33d0-a461-4ca0-8dc7-40d9521a2250
LaPorte County,Indiana,IN,County,112141,https://laporteco.in.gov,,,,,,,,,,,,,,2025-11-08 10:51:55.198168+00,2025-11-08 10:51:55.198172+00,c2d1b059-2dab-40ad-9c1c-b7e0e9eb9b5a
Contra Costa County,California,CA,County,1161458,https://www.contracosta.ca.gov,,,,,,,,,,,,,,2025-11-08 10:48:36.926601+00,2025-11-08 10:48:36.926604+00,c2dbcf83-a0f4-44c9-95a8-79e568e77340
Sarasota County,Florida,FL,County,449011,https://www.scgov.net,,,,,,,,,,,,,,2025-11-08 10:49:43.726736+00,2025-11-08 10:49:43.726739+00,c3273236-4c00-45f1-bd0e-ce7a881e4de9
Catawba County,North Carolina,NC,County,162051,https://www.catawbacountync.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.305892+00,2025-11-08 10:57:38.305894+00,c387b4bd-f4bf-4310-8416-735658ae915c
Dutchess County,New York,NY,County,297144,https://dutchessny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785798+00,2025-11-08 10:57:06.785801+00,c3a582bc-dc3d-4446-928b-71a519cab040
City of Carrollton,Texas,TX,City,132741,https://www.cityofcarrollton.com,,,,,,,,,,,,,Dallas County,2025-11-08 11:01:29.715474+00,2025-11-08 11:01:29.715476+00,c3d4d398-16eb-44e5-9e06-3d6a64a39d66
Knox County,Tennessee,TN,County,487401,https://www.knoxcounty.org,,,,,,,,,,,,,,2025-11-08 11:00:02.981933+00,2025-11-08 11:00:02.981936+00,c4741cd9-19f5-41df-90b9-b7dd7a26132e
City of Fort Worth,Texas,TX,City,941311,https://www.fortworthtexas.gov,,,,,,,,,,,,,Tarrant County,2025-11-08 11:01:29.713764+00,2025-11-08 11:01:29.713767+00,c482d119-36a1-4c43-a325-56d76c61698d
Weber County,Utah,UT,County,266183,https://www.webercountyutah.gov,,,,,,,,,,,,,,2025-11-08 11:01:29.725897+00,2025-11-08 11:01:29.725899+00,c4a4d726-931c-42e1-8401-1cfa71b404ac
Nassau County,New York,NY,County,1388138,https://www.nassaucountyny.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785224+00,2025-11-08 10:57:06.785227+00,c4eabf7c-c8ba-49bd-8dee-a470eb20449a
Mecklenburg County,North Carolina,NC,County,1130906,https://www.mecknc.gov,,,,,,,,,,,,,,2025-11-08 10:57:38.30571+00,2025-11-08 10:57:38.305713+00,c4f5e9c4-2195-40ac-a84d-bcb9a69e6005
City of Visalia,California,CA,City,142649,https://www.visalia.city/,,,,,,,,,,,,,Tulare County,2025-11-08 10:49:05.027294+00,2025-11-08 10:49:05.027297+00,c5470ea0-ea6a-4a44-97f4-60c26f3ec72e
Pitt County,North Carolina,NC,County,172279,https://www.pittcountync.gov/,,,,,,,,,,,,,,2025-11-08 10:57:38.305482+00,2025-11-08 10:57:38.305484+00,c5f214b2-d459-492d-8fa4-9a9f0b8723a6
Bergen County,New Jersey,NJ,County,954717,https://www.co.bergen.nj.us/,,,,,,,,,,,,,,2025-11-08 10:55:47.458403+00,2025-11-08 10:55:47.458406+00,c6a871f8-2285-4f62-bcd7-81a9ecad8782
Kings County,New York,NY,County,2646306,https://www.nycourts.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785075+00,2025-11-08 10:57:06.785078+00,c7600385-ee7b-44c3-9fb4-b4f1f02228cc
City of Columbus,Georgia,GA,City,204383,https://www.columbusga.gov,,,,,,,,,,,,,Muscogee County,2025-11-08 10:50:28.453951+00,2025-11-08 10:50:28.453954+00,c7f5c4c3-d633-42c6-bd5b-9133aca30e22
City of El Cajon,California,CA,City,104909,https://www.elcajon.gov,,,,,,,,,,,,,San Diego County,2025-11-08 10:49:05.029566+00,2025-11-08 10:49:05.029569+00,c80dad54-cce3-4998-9af5-5e53e22f8312
City of Little Rock,Arkansas,AR,City,202739,https://www.littlerock.gov,,,,,,,,,,,,,Pulaski County,2025-11-08 10:48:29.693087+00,2025-11-08 10:48:29.69309+00,c814941c-b00f-42ee-bf08-11622cea8392
New York County,New York,NY,County,1627788,https://www.nyc.gov,,,,,,,,,,,,,,2025-11-08 10:57:06.785588+00,2025-11-08 10:57:06.785591+00,c83875f9-ee3e-4848-ac7c-4748898838d9
Clayton County,Georgia,GA,County,298771,https://www.claytoncountyga.gov,,,,,,,,,,,,,,2025-11-08 10:49:43.736029+00,2025-11-08 10:49:43.736031+00,c8d22125-39af-4d0a-ad6f-f86893543041
DuPage County,Illinois,IL,County,927263,https://www.dupagecounty.gov,,,,,,,,,,,,,,2025-11-08 10:51:14.627138+00,2025-11-08 10:51:14.627141+00,c8f63257-775a-41de-a6c0-a70b58f1b7a3
Johnson County,Indiana,IN,County,163983,https://co.johnson.in.us/,,,,,,,,,,,,,,2025-11-08 10:51:55.198532+00,2025-11-08 10:51:55.198535+00,c93f8ef7-1f78-45ac-b557-d227749d3525
Pinal County,Arizona,AZ,County,449219,https://www.pinal.gov,,,,,,,,,,,,,,2025-11-08 10:48:29.677086+00,2025-11-08 10:48:29.677089+00,c9797037-9a86-4096-8d91-a468d69e466f
City of Stamford,Connecticut,CT,City,135806,https://www.stamfordct.gov,,,,,,,,,,,,,Western Connecticut Planning Region County,2025-11-08 10:49:43.720202+00,2025-11-08 10:49:43.720205+00,c9832fc4-7647-4543-9515-a5b77c6f2acc
Racine County,Wisconsin,WI,County,196888,https://www.racinecounty.com,,,,,,,,,,,,,,2025-11-08 11:02:49.699295+00,2025-11-08 11:02:49.699298+00,c9fa7f5b-d099-4d71-b436-6333c8dd920a
City of Fort Collins,Colorado,CO,City,169705,https://www.fcgov.com,,,,,,,,,,,,,Larimer County,2025-11-08 10:49:05.040983+00,2025-11-08 10:49:05.040986+00,ca87ac0f-4369-452f-a0bb-e9b1d2104c48
City of Fairfield,California,CA,City,119985,https://www.fairfield.ca.gov,,,,,,,,,,,,,Solano County,2025-11-08 10:49:05.027478+00,2025-11-08 10:49:05.02748+00,ca8e460e-ab00-44e6-aa7f-955192ac181f
City of Sioux Falls,South Dakota,SD,City,197642,https://www.siouxfalls.gov,,,,,,,,,,,,,Minnehaha County,2025-11-08 11:00:02.976498+00,2025-11-08 11:00:02.976501+00,ca9aa9ee-1dac-4383-b201-6893e5930992
Mesa County,Colorado,CO,County,157316,https://www.mesacounty.us,,,,,,,,,,,,,,2025-11-08 10:49:05.039881+00,2025-11-08 10:49:05.039883+00,cae60f17-da22-4707-a9f4-8fc032870fda
City of West Palm Beach,Florida,FL,City,119508,https://www.wpb.org,,,,,,,,,,,,,Palm Beach County,2025-11-08 10:49:43.730915+00,2025-11-08 10:49:43.730918+00,caf15f3b-e8d4-4bef-a2eb-3db32bf99fe9
Kankakee County,Illinois,IL,County,106833,https://www.kankakeecountyil.gov,,,,,,,,,,,,,,2025-11-08 10:51:14.627688+00,2025-11-08 10:51:14.62769+00,cb5274d5-7a83-43fd-b36f-dc6eb89c97ef
Sarpy County,Nebraska,NE,County,194051,https://www.sarpy.gov,,,,,,,,,,,,,,2025-11-08 10:55:17.086891+00,2025-11-08 10:55:17.086893+00,cbdf5798-d0de-4f7d-acef-6e086998d1a0
Franklin County,Pennsylvania,PA,County,156626,https://www.franklincountypa.gov,,,,,,,,,,,,,,2025-11-08 10:59:17.220285+00,2025-11-08 10:59:17.220287+00,cc4a9311-077e-4ae1-a9d0-afd41f2f8d99
Jackson County,Michigan,MI,County,160187,https://www.mijackson.org,,,,,,,,,,,,,,2025-11-08 10:54:03.487339+00,2025-11-08 10:54:03.487342+00,cd538c1b-71b4-448d-93ab-7dc54ac49b70
Hampton city,Virginia,VA,County,137334,https://hampton.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.065132+00,2025-11-08 11:02:07.065135+00,cd8a595f-0980-4eb0-a724-6889bd9b2b28
Brazoria County,Texas,TX,County,381650,https://www.brazoriacountytx.gov,,,,,,,,,,,,,,2025-11-08 11:00:48.741917+00,2025-11-08 11:00:48.74192+00,ce3fc7a7-8baf-4859-b7ba-4d98b1407efb
City of Brockton,Massachusetts,MA,City,105080,https://brockton.ma.us,,,,,,,,,,,,,Plymouth County,2025-11-08 10:53:46.247028+00,2025-11-08 10:53:46.24703+00,ce87d439-771c-4296-bd72-3984bc899953
City of Syracuse,New York,NY,City,146211,https://www.syr.gov,,,,,,,,,,,,,Onondaga County,2025-11-08 10:57:06.789522+00,2025-11-08 10:57:06.789524+00,cea9006a-9281-4666-b51a-79bd47d9d983
City of Victorville,California,CA,City,135983,https://www.victorvilleca.gov,,,,,,,,,,,,,San Bernardino County,2025-11-08 10:48:36.926707+00,2025-11-08 10:48:36.92671+00,ceb73aee-13ff-49e9-b5b2-28422ad61425
Woodbury County,Iowa,IA,County,105760,https://www.woodburycountyiowa.gov,,,,,,,,,,,,,,2025-11-08 10:52:36.676601+00,2025-11-08 10:52:36.676603+00,cedb338e-c62a-4327-9c0b-0a5fa3d3afd1
City of Milwaukee,Wisconsin,WI,City,569756,https://city.milwaukee.gov,,,,,,,,,,,,,Milwaukee County,2025-11-08 11:02:49.700248+00,2025-11-08 11:02:49.700251+00,cefdc3b0-f1bb-4338-9e7b-e59e10a2eb97
Sangamon County,Illinois,IL,County,195217,https://sangamonil.gov,,,,,,,,,,,,,,2025-11-08 10:51:14.627384+00,2025-11-08 10:51:14.627386+00,cf45a5ad-4be5-4122-b697-1b30723f5f06
Coweta County,Georgia,GA,County,150071,https://www.coweta.ga.us,,,,,,,,,,,,,,2025-11-08 10:49:43.737412+00,2025-11-08 10:49:43.737415+00,cf7a4d1b-836a-437a-9b4d-34cadde28f80
Milwaukee County,Wisconsin,WI,County,927656,https://county.milwaukee.gov,,,,,,,,,,,,,,2025-11-08 11:02:49.699274+00,2025-11-08 11:02:49.699277+00,cfdc27a8-e67e-4da0-a5cf-28de131ce5eb
Oswego County,New York,NY,County,117945,https://www.oswegocounty.com,,,,,,,,,,,,,,2025-11-08 10:57:06.785862+00,2025-11-08 10:57:06.785865+00,d0461c04-1d15-42aa-9036-29c24a3b86f9
Guadalupe County,Texas,TX,County,178368,https://www.co.guadalupe.tx.us,,,,,,,,,,,,,,2025-11-08 11:00:48.738027+00,2025-11-08 11:00:48.73803+00,d085f015-b1d1-48e5-86d0-4069f32577b6
City of Warren,Michigan,MI,City,138128,https://www.cityofwarren.org,,,,,,,,,,,,,Macomb County,2025-11-08 10:54:03.491124+00,2025-11-08 10:54:03.491127+00,d08ad412-762b-4825-b708-5b459914d3ef
Rutherford County,Tennessee,TN,County,351591,https://rutherfordcountytn.gov,,,,,,,,,,,,,,2025-11-08 11:00:16.951336+00,2025-11-08 11:00:16.951339+00,d127f968-3bac-4aa2-b96b-3e1980a7c1e4
Ingham County,Michigan,MI,County,282015,https://ingham.org,,,,,,,,,,,,,,2025-11-08 10:54:03.487726+00,2025-11-08 10:54:03.487728+00,d12cf690-6e0f-427e-bf66-f049fb2c1f9e
Duval County,Florida,FL,County,1007189,https://www.duvalclerk.com,,,,,,,,,,,,,,2025-11-08 10:49:43.72696+00,2025-11-08 10:49:43.726963+00,d17d9dab-e383-4626-a011-aba676a8dd50
Sussex County,New Jersey,NJ,County,145117,https://sussex.nj.us,,,,,,,,,,,,,,2025-11-08 10:55:47.458239+00,2025-11-08 10:55:47.458242+00,d19062d5-0d8e-4559-8739-3ff3ce695cdf
Merced County,California,CA,County,285597,https://www.countyofmerced.com/,,,,,,,,,,,,,,2025-11-08 10:48:36.924908+00,2025-11-08 10:48:36.924911+00,d1d1e63e-79b0-44bc-bb36-dc137c944018
Tangipahoa Parish,Louisiana,LA,County,135218,https://tangipahoa.org,,,,,,,,,,,,,,2025-11-08 10:53:25.190425+00,2025-11-08 10:53:25.190427+00,d2078bb6-94bf-4e97-8dda-aebb377c34d1
Bonneville County,Idaho,ID,County,127056,https://www.bonnevillecountyidaho.gov/,,,,,,,,,,,,,,2025-11-08 10:50:28.462226+00,2025-11-08 10:50:28.462229+00,d2905d29-6140-4f94-af5c-116abfbf203f
Baltimore city,Maryland,MD,County,577193,https://www.baltimorecity.gov,,,,,,,,,,,,,,2025-11-08 10:53:46.234851+00,2025-11-08 10:53:46.234854+00,d2973854-0819-429c-ba8e-ce6c1ff8a671
Pierce County,Washington,WA,County,924106,https://www.piercecountywa.gov,,,,,,,,,,,,,,2025-11-08 11:02:07.074135+00,2025-11-08 11:02:07.074138+00,d2d0d208-4cf6-41c6-8136-6422522ac502
